,remarks,label
771,visit ke alamat tidak bertemu debitur pintu rumah terkunci pic bersalam tidak ada jawaban dari dalam rumah. akan visit kembali,house
2230,"Visit ke tempat kos, ketemu pasangan konsumen, janji bayar di tanggal 18 Mei 2024.",other rent house
2710,visit ke alamat tempat biasa debitur jualan sayur tapi tidak bertemu info rekannya sedang keluar mengambil sayur diluar kota. akan visit kembali,business location
2715,visit ketempat usaha debitur ada jb tgl 29 menunggu dana kiriman dari kerja diluar negeri,business location
2146,bertemu konsumen di kost pemakai dana orang tua.info dri konsumen terkait angsran nanti akan di sampaikan sama orang tua.fam tekankan agar segera di lakukan pembayaran info unit di kuasai sudara.,other rent house
2939,visit ketempat usaha konsumen jb hari ini namun musibah anak sakit akan mengusahakan pembayaran,business location
1961,meet kons. kons tidak ada di kost,other rent house
900,konsumen dikunjungi di alamat lain dan dia bayar current ,others
480,kemarin fam sudah visit saat SMC eror ketemu dengan pasangan konsumen dan janji bayar tgl 8 fam akan pastikan kembali,house
745,ke rumah kons  rumH kosong tidak ada orang  info dari tetangga kons lagi ke rumah saudara kons di bogor  by phone belum di respon  revisit,house
610,"fam visit tadi sore dirumah konsumen. bertemu dengan konsumen dan suami fam presing pembayaran kons.
kons tertagih partiall via online. dibayarkan oleh konsumen malam tgl 9
unit dipakai anak konsumen",house
639,kunjungan dialamat tagih konsumenrumah kosong tidak ada orgdihubungi via tlfn aktf tapi blm ada responakan dikunjungi kembali.,house
2716,fam sdh visit ke tmpt usaha konsumen by phone konsumen sdg pergi keterangan masih menunggu uang dr hasil tagihan ,business location
102,sudah divisit bertemu dengan pasangan info dana belum cukup akan Fu kembali ,unknown
8,konsumen ada jb tgl 13,unknown
187,konsumen sudah bayar PP ,unknown
667,kunjungan rumah debitur kons debitur menuggu hasil kebun di visit kembali ,house
4,ketemu anak kons titip pesan. ,unknown
2584,"Visit ke tmpt kaka kons. kk info unit dijual, akan di FU via telepon.",other family house
2380,kons sudah bayar via minimarket Alfamart dan ketemu di hunian keluarganya,other family house
2940,visit dialamat usaha toko bangunan konsumen sedang mengusahakan pembayaran,business location
354,Ybs sedang mengupayakan dana ,unknown
1486,"fam visit ke tempat kerja kost 
dan ada JB di sebelum jatuh tempo ",office
973,visit ke alamat emergency di ciantra bumi cikarang asri namun ybs tudak ada yg mengenali Fu by phone no respon,others
620,konsumen tdk dirumah. fu by tlp konsumen masih mengusahakan dana,house
2822,sudah visit ke tempat usaha masih kumpulin dana jualan sepi,business location
2852,visit tempat usaha kons dan kons TDK ada di lokasi fam Fu wa kons sementara masih mencari pinjaman dana karna upah las kons sampai sekarang belum di bayarkan semua fam kasih penegasan bayar Minggu ini,business location
1882,fam visit kons TDK ada fam SDH ketuk2 pintu kost TDK ada kluar,other rent house
2885,ketempat jualan press pembayaran hari ini dan kons bayar via Alfamart unit dipakai kons ,business location
616,kons tidak ada di rumah ram bertemu sama anak kons info kons keluar ram minta tlng ank kona tlv namun tidak ada respon..ram akan revisit kembali.,house
2167,fam visit ke kost kons.kons janjikan pembyaran lusa msh tunggu dana masuk ,other rent house
2919,visit ke tempat usaha warung diusahakan secepatnya bayar angsuran,business location
202,libur lebaran Fu by phone JB habis lebaran ,unknown
1065,Visit alamat lain debtdebt minim kapsitas press current nunggu uang kirim barang debt usaha pembuatan kerajinan tas,others
2695,"Kunjungan ke rmh mertua kons, kons bayar current via indomart",other family house
1519,JOAN PATTINAMA Ketemu konsumen konsumen sudah bayar angsuran pokok lunas namun terjadi Miss komunikasi antara RAM dan kasir sehingga sebagian angsuran teralokasi ke denda. Konsumen akan ke kantor untuk pembayaran di hari Selasa.,office
1862,pengecekan kembali dapat info konsumen sudah tidak kost di sini lagi..masih akan di lacak lagi..dan akan di assing ke PC ,other rent house
489,visit alamat bertmu yhs unit terlihat ybs karakter buruk selalu adu argumen dengan fc fc pres ybs agar yns melakukan pembayaran secapatnua fu,house
470,visit Chuk Franki mantolalu. kons tdk ad di rmh via tlpn nmr tdk aktif,house
2799,"kunjungan ke tempat usaha konsumen tutup Fu kembali 
(kunjungan kemarin Bru d upload karena kmren kuota abis)",business location
2260,visit kelamat anak kons selaku pemakai unit sekarang atas nama RINA alamat jl.transmigrasi pelajau pal 7 sebelum pom bensin ada warung sebelah kiri jalan warna ungu ada room karoke nya info masih menunggu pembayaran mobil yg dikontrakkan diperusahaan dimangkal api..press maks tgl 18.,other family house
2085,visit bertemu pasangan di kontrakannya  infonya unit sdh pindah tangan . pemakai dana dan unit di merlung. belum ad JB . DL tgl 12,other rent house
2679,"visit rmh adik ipar kons, info kapasitas bayar kons masih minim kons masih menuggu hasil usaha",other family house
2577,"Ram visit ke rumah ortu kons, ortu info kons tidak mau tahu soal angsuran, akan FU kembali.",other family house
1706,fam bertemu kons d kantor ia mau ambil BPKB motor nydan fam jlskan ia harus byar currentdan ia diam masih nunggu cs fam akan follow up ulang,office
863,Dikunjungi ke alamat rumah. Konsumen tidak ada ditempat. Koordinasi dengan BAMS minta penanganan pihak ke tiga ,house
59,jb besok akan di fu kembali,unknown
2433,"visit ke kediaman mertua kons, kons telah bayar via payment point Alfamart",other family house
1914,visit ke kost-kostan konsumen tidak bertemu dengan konsumen konsumen sedang di RSUD Surodinawan untuk mengambil hasil tes kesehatannya kata konsumen unit dipakai keponakan untuk kuliah di Kediri konsumen janji bayar awal bulan tanggal 4 ,other rent house
735,kunjungan rumah kosonginfo tetangga masih di kotabatu pubian akan fu ulang tgl 13,house
2810,pelacakan ke alamat usaha konsumen belum ketemu dengan konsumen sendiri beam hanya ketemu dengan rekan kerja konsumen klo infonya konsumen lagi checkup ke RS belum tahu jam berapa pulangnya,business location
1532,ketemuan sama pemakai unit dan pemakai dana bang tomi sambil dianya istirahat ngojolpemakai dana JB sabtu sekalian kekantor untuk pelunasan jika dana cukupjika tidak bayar current dulu,office
1962,visit di kamar kost nya. kapasitas bayar minim,other rent house
2047,fu ke kost ktemu pasangan blm ada dana ekskalasi ke eksternal,other rent house
1705,tervisit bertemu dengan pasangan di kantor. jb bln ini. prsure unit namun masih upayakan dana,office
1114,visit alamat ybs .ybs pindah alamat . fisit ke tempat kerja nya ke adaan lagi keluar .tlpn masih tunggu uang tahihan dikantor,others
2931,visit tempat usaha konsumen sedang dalam pencarian pihak kepolisian Krn di laporkan pihak perusahaan Krn kasus penggelapan unit TDK ada,business location
125,"unit tidak ada  konsumen ada  bertemu kons  fam deadline pembayaran sampai tgl 10/07  kons masih menunggu pembayaran gajih
",unknown
1514,konsumen janjian bertemu dengan RAM dikantor konsumen ada pembayaran partiall,office
1995,"Kunjungan ke kontrakan konsumen, bertemu dengan konsumen, melakukan pembayaran angsuran bulan pertama",other rent house
2201,"Kunjungan ke kontrakan konsumen, kontrakan sepi, konsumen tidak di tempat. Akan di visit kembali.",other rent house
2135,bertemu konsumen di kost konsumen blm bisa memberikan janji bayar. masih mengumpulkan dana dari job foto. revisit. ,other rent house
2042,visit ke kost kons sedang nge grab car kapasitas bayar minim,other rent house
2705,visit kealamat usaha kons bertemu anak kons kons baru pulang dari rumah sakit dan dirawat dirumah belum bisa memastikan kapan bisa bayar,business location
194,sudah divisit bertemu dengan kons dana masih kurang akan di Fu kembali ,unknown
2143,Visit kost Kons Tidak Bertemu Kons By Tlp Kons Belum Ada Respon Akan Di Visit Kembali Di Dkh Selanjutnya.,other rent house
2261,visit kelamat pemakai unit anak kons atas nama Rina dipal 8 pelajau dekat pom bensin info masih nunggu pinjaman dana bikin pernyataan minta waktu sampai Senin tgl 7 untuk unit dikuasai anak kons.,other family house
1367,kunjungan ke tempat kerja info satpam tidak kenal ram hubungi debitur belum respon jb trakhir hari ini akan ram follow up terus,office
1529,visit ke alamat kerja debitur bertemu dengan satpam kantor saat minta tolong untuk ditlfon kan yang bersangkutan tidak respon... deb karakter tidak baik sulit ditemui dan kecanduan judi slot. unit juga digadaikan.,office
1143,kons bayar 2 bulan current. by edc ram. ketemuan sama kons di alfamart dekat tempat kerja kons gudhas village.,others
2347,"visit ke ke alamat keluarga konsumen, konsumen bayar current di Alfamart",other family house
2656,"krmh ortu kons, kons bayar angsuran nya via adc ",other family house
502,visit di alamat bertemu istri kons info ybs sedang pergi fu by telp blm respon next visit ulang,house
1636,visit ke tempat kerja bertemu dgn securty info ybs di dalam sedang miting by phon ybs meminta waktu jam 1 akan di bayar ka ke kantor,office
2218,"Visit ke kos2an, ketemu kons, JB tgl 9, kons masih nunggu dana.",other rent house
188,"konsumen ptp tanggal 20an. soal nya masih menunggu uang gajian nya cair 
masih pending",unknown
2411,debitur bayar di payment point Alfamidi saat visit ke rumah keluarga debitur,other family house
1321,visit konsumen ngejak cod nan di pom bensin ngantri janji bayar tgl 15/6/24 unit ada,others
1452,note visit ke tmpt krja deb.bertemu rekan kerja Debbayar EDC,office
2120,visit kontrakan Debitur baru membayar kan angsuran bulan April untuk angsuran bulan Mei JB sebelum akhir bulan,other rent house
1335,Bertemu konsumen COD didaerah Mertakanda karena ybs habis dari kota.bayar partial.unit ada,others
676,di rumah tidak ada orang. cek link tidak tahu ke mana tidak lihat dari pagi. by phone belum ada respon. konspunya 2 ctr,house
2760,visit ke tempat usaha kons karma alamat kons sudah pindah info tempat usaha sepi fubhy phone belumnada tanggapan fu kembali,business location
1860,kunjungan alamat survey kosong tapi barang masih ada tanya tetangga katanya sudah tidak disitu karna menuggak kost jadi barang di simpan sama ibu kost sementara pelacakan debitur???? di visit kembali,other rent house
2517,transaksi di payment point Alfamart dilakukan kons saat kunjungan ke rumah saudara,other family house
587,visit kerumah survey konsumen tidak ada dan rumah tutup akan visit ke alamat baru konsumen ,house
254,kons sudah bayar via pp,unknown
1127,bertemu di alfamart  masih do carikan pinjaman karena satu bulan ini suami baru bekerja di tempat baru belum gajian,others
2989,fam berkunjung alamat debitur debitur masih usahakan dana debitur masih menunggu dana dari anaknya di morowali debitur jb sebelum tgl jatuh tempo ketemu kembali di tempat usaha,business location
1728,keteku dikantor bayarb 1,office
338,unit sudah lama dioverbkons ke ismail.dipurnama.jb TDK lewat tgl 15 bln ini.unit ada,unknown
2567,"Kunjungan ke rumah keluarga kons, kons tidak di tempat, keluarga bilang kons lagi di Jawa, FU lagi by phone.",other family house
1967,kunjungan kost. debitur sudah pindah. fu via call kons sedang mengusahakan dana,other rent house
331,sudah divisit kons lagi keluar ktmu karyawan kons by tlp belum ada respon tipes kekaryawan kons akan Fu kembi,unknown
2769,"fam bertemu dengan kost 
kost belum ada dana
info aja kost bertemu dengan fam di tempat usahanya kost di tanjung senang ",business location
1594,ram visit ke tempat kerja konsumen . bertemu dengan pegawai mengatakan hari ini konsumen tidak jdi datang ke kantor. dan pegawai mengarahkan ke proyek konsumen di Dewi Sri . nti akan d sharelok oleh pegawai konsumen . ,office
2051,dtg kontrakan sepi bertemu istri kons info lg grab blm ada dana,other rent house
2235,"Visit ke kontrakan, ketemu pembantu ybs masih di baldes dan masih dicari uangnya",other rent house
1181,bertemu cust di alamt lain. kawal paymet indomart,others
152,sudah visit dan bertemu orang tuanya ybs atau org tuanya jb hari ini nunggu hasil penjualan kelapa muda,unknown
1094,kunjungi kantor BPR Lugas Ganda Rai. Sekaligus tempat debitur tinggal. infonya debitur sudah pindah tugas di borong manggarai timur ,others
3005,"Kunjungan ke tempat usaha konsumen tutup, ybs sedang mengusahakan dana.",business location
206,tidak bertemu kons di hubungi via wa tidak di respon akan di fu lagi unit belum di ketahui ,unknown
819,visit kerumah kons Tdk bertemu kons info tetangga kons keluar by phone Tdk terhubung ,house
791,visit ke rumah PK ketemu istri PK press jb tgl 12 Jumat ,house
2663,visit alamat ortu kons kons jb kons akan di fu kembali,other family house
3120,"visit ke lapak buahnya, kons ada jb alasan usaha sepi, kons cari kekurangan dana",business location
1786,"ketemuan sama pihak ke tigad kantor
pihak k tiga exs bfi ajikpenekanan
unit d bawa d luar jawa
d buc up sama exs bfi ajik",office
37,bertemu dgn saudara kons info kons kerja sore titip pesan dan visit ulang ,unknown
1595,fam setiap kali visit ke kantor TDK pernah ketemu dngn konsumen dan Karian konsumen kantor sdh 3 Minggu TDK pernah terbuka fam hubungi TDK prnah ad respon,office
681,kons tidak di rumah jb by phone tanggal 17 april,house
2571,"Visit ke rumah saudara kons, saudara bilang kons lagi di kantor, FU ulang by phone belum direspon.",other family house
100,kons da cari pnjaman blm ad tgl bayar pasti,unknown
598,visit ke alamat ram sedang pelacakan ram sudah visit ke alamar emergnecy dan alamat rumah ram mencari kebaradaan konsumen di kp pasir meong warga tidak mengenali dan di kampung saar hilirsaar mutiara dan saar girang tidak ad ayg menegnali,house
753,dikunjungi di alamat rumah rumah kosong. fu by wa tdk respon akan dikunjungi kembali,house
1089,ketemuan dengan konsumen di samping kantor BFI konsumen JB di hari Rabu untuk saat ini konsumen belum ada dana karena tagihan dari proyek belum ada yang dibayar,others
1182,janjian dengan konsumen di Indomaret Kemantren konsumen pulang kerja dari dragon mojokerto konsumen janji bayar paling lambat tanggal 20 karena gajian konsumen tanggal 18 unit dipakai konsumen untuk ketemuan ,others
2755,hasil visit ke tmpt usaha konsumen konsumen sdh plng. fam akan visit kembali dihari tagih berikutnya. ,business location
1362,visit alamat kerja bertemu dengan ybs JB tanggal 17,office
2294,konsumen sudah pindah alamatvisit alamat keluarga konsumentidak ada orang dirumah ,other family house
1270,cod di tempat depan sekolahan. unit sdh lama di gadaidan selama ini bayar angsuran pinjam sm orang bukan saudara,others
2888,sudah bayar Indomaret hanya kunjungan ke lingkungan usaha ,business location
621,taging sistem tidak sesuai dengan rumah visit hanya bertemu orang tua info nya kons masih di kebun saat visit unit ada terlihat terparkir di samping rumah di coba di hubungi no tidak aktif titip pesan ke orang tua kons ,house
1107,visit ke alamat pasangan bertemu ybs infonya ybs tdk ada telpon ybs bahasa mau pembayaran ke kantor aja tekan pembayaran terakhirnya hari ini,others
3060,"Fam visit ke konsumen tidak ada di tempat usahanya, fam akan Fu kembali, konsumen sedang mengusahakan dana.",business location
